original_image,mask_image,data_split
./data_Image/Images/bus_0360-l.png,./data_Image/Mask/bus_0360-l.png,Train
./data_Image/Images/bus_0360-r.png,./data_Image/Mask/bus_0360-r.png,Train
./data_Image/Images/bus_0361-l.png,./data_Image/Mask/bus_0361-l.png,Train
./data_Image/Images/bus_0361-r.png,./data_Image/Mask/bus_0361-r.png,Train
./data_Image/Images/bus_0362-l.png,./data_Image/Mask/bus_0362-l.png,Train
./data_Image/Images/bus_0362-r.png,./data_Image/Mask/bus_0362-r.png,Train
./data_Image/Images/bus_0363-l.png,./data_Image/Mask/bus_0363-l.png,Train
./data_Image/Images/bus_0363-r.png,./data_Image/Mask/bus_0363-r.png,Train
./data_Image/Images/bus_0364-l.png,./data_Image/Mask/bus_0364-l.png,Train
./data_Image/Images/bus_0364-r.png,./data_Image/Mask/bus_0364-r.png,Train
./data_Image/Images/bus_0365-l.png,./data_Image/Mask/bus_0365-l.png,Train
./data_Image/Images/bus_0365-r.png,./data_Image/Mask/bus_0365-r.png,Train
./data_Image/Images/bus_0366-l.png,./data_Image/Mask/bus_0366-l.png,Train
./data_Image/Images/bus_0366-r.png,./data_Image/Mask/bus_0366-r.png,Train
./data_Image/Images/bus_0367-l.png,./data_Image/Mask/bus_0367-l.png,Train
./data_Image/Images/bus_0367-r.png,./data_Image/Mask/bus_0367-r.png,Test
./data_Image/Images/bus_0368-l.png,./data_Image/Mask/bus_0368-l.png,Train
./data_Image/Images/bus_0368-r.png,./data_Image/Mask/bus_0368-r.png,Train
./data_Image/Images/bus_0369-l.png,./data_Image/Mask/bus_0369-l.png,Train
./data_Image/Images/bus_0369-r.png,./data_Image/Mask/bus_0369-r.png,Validation
./data_Image/Images/bus_0370-l.png,./data_Image/Mask/bus_0370-l.png,Train
./data_Image/Images/bus_0370-r.png,./data_Image/Mask/bus_0370-r.png,Test
./data_Image/Images/bus_0371-l.png,./data_Image/Mask/bus_0371-l.png,Train
./data_Image/Images/bus_0371-r.png,./data_Image/Mask/bus_0371-r.png,Train
./data_Image/Images/bus_0372-l.png,./data_Image/Mask/bus_0372-l.png,Train
./data_Image/Images/bus_0372-r.png,./data_Image/Mask/bus_0372-r.png,Train
./data_Image/Images/bus_0373-l.png,./data_Image/Mask/bus_0373-l.png,Train
./data_Image/Images/bus_0373-r.png,./data_Image/Mask/bus_0373-r.png,Validation
./data_Image/Images/bus_0374-l.png,./data_Image/Mask/bus_0374-l.png,Train
./data_Image/Images/bus_0374-r.png,./data_Image/Mask/bus_0374-r.png,Train
./data_Image/Images/bus_0375-l.png,./data_Image/Mask/bus_0375-l.png,Train
./data_Image/Images/bus_0375-r.png,./data_Image/Mask/bus_0375-r.png,Train
./data_Image/Images/bus_0376-l.png,./data_Image/Mask/bus_0376-l.png,Train
./data_Image/Images/bus_0376-r.png,./data_Image/Mask/bus_0376-r.png,Train
./data_Image/Images/bus_0377-l.png,./data_Image/Mask/bus_0377-l.png,Validation
./data_Image/Images/bus_0377-r.png,./data_Image/Mask/bus_0377-r.png,Train
./data_Image/Images/bus_0378-l.png,./data_Image/Mask/bus_0378-l.png,Validation
./data_Image/Images/bus_0378-r.png,./data_Image/Mask/bus_0378-r.png,Validation
./data_Image/Images/bus_0379-l.png,./data_Image/Mask/bus_0379-l.png,Train
./data_Image/Images/bus_0379-r.png,./data_Image/Mask/bus_0379-r.png,Train
./data_Image/Images/bus_0380-l.png,./data_Image/Mask/bus_0380-l.png,Train
./data_Image/Images/bus_0380-r.png,./data_Image/Mask/bus_0380-r.png,Train
./data_Image/Images/bus_0381-l.png,./data_Image/Mask/bus_0381-l.png,Test
./data_Image/Images/bus_0381-r.png,./data_Image/Mask/bus_0381-r.png,Train
./data_Image/Images/bus_0382-l.png,./data_Image/Mask/bus_0382-l.png,Train
./data_Image/Images/bus_0382-r.png,./data_Image/Mask/bus_0382-r.png,Validation
./data_Image/Images/bus_0383-l.png,./data_Image/Mask/bus_0383-l.png,Train
./data_Image/Images/bus_0383-r.png,./data_Image/Mask/bus_0383-r.png,Train
./data_Image/Images/bus_0384-l.png,./data_Image/Mask/bus_0384-l.png,Train
./data_Image/Images/bus_0384-r.png,./data_Image/Mask/bus_0384-r.png,Train
./data_Image/Images/bus_0385-l.png,./data_Image/Mask/bus_0385-l.png,Train
./data_Image/Images/bus_0385-r.png,./data_Image/Mask/bus_0385-r.png,Train
./data_Image/Images/bus_0386-l.png,./data_Image/Mask/bus_0386-l.png,Train
./data_Image/Images/bus_0386-r.png,./data_Image/Mask/bus_0386-r.png,Test
./data_Image/Images/bus_0387-l.png,./data_Image/Mask/bus_0387-l.png,Test
./data_Image/Images/bus_0387-r.png,./data_Image/Mask/bus_0387-r.png,Train
./data_Image/Images/bus_0388-l.png,./data_Image/Mask/bus_0388-l.png,Test
./data_Image/Images/bus_0388-r.png,./data_Image/Mask/bus_0388-r.png,Test
./data_Image/Images/bus_0389-l.png,./data_Image/Mask/bus_0389-l.png,Test
./data_Image/Images/bus_0389-r.png,./data_Image/Mask/bus_0389-r.png,Test
./data_Image/Images/bus_0390-l.png,./data_Image/Mask/bus_0390-l.png,Train
./data_Image/Images/bus_0390-r.png,./data_Image/Mask/bus_0390-r.png,Validation
./data_Image/Images/bus_0391-l.png,./data_Image/Mask/bus_0391-l.png,Train
./data_Image/Images/bus_0391-r.png,./data_Image/Mask/bus_0391-r.png,Train
./data_Image/Images/bus_0392-l.png,./data_Image/Mask/bus_0392-l.png,Test
./data_Image/Images/bus_0392-r.png,./data_Image/Mask/bus_0392-r.png,Train
./data_Image/Images/bus_0393-l.png,./data_Image/Mask/bus_0393-l.png,Validation
./data_Image/Images/bus_0393-r.png,./data_Image/Mask/bus_0393-r.png,Train
./data_Image/Images/bus_0394-l.png,./data_Image/Mask/bus_0394-l.png,Test
./data_Image/Images/bus_0394-r.png,./data_Image/Mask/bus_0394-r.png,Train
./data_Image/Images/bus_0395-l.png,./data_Image/Mask/bus_0395-l.png,Train
./data_Image/Images/bus_0395-r.png,./data_Image/Mask/bus_0395-r.png,Train
./data_Image/Images/bus_0396-l.png,./data_Image/Mask/bus_0396-l.png,Train
./data_Image/Images/bus_0396-r.png,./data_Image/Mask/bus_0396-r.png,Train
./data_Image/Images/bus_0397-l.png,./data_Image/Mask/bus_0397-l.png,Train
./data_Image/Images/bus_0397-r.png,./data_Image/Mask/bus_0397-r.png,Train
./data_Image/Images/bus_0398-l.png,./data_Image/Mask/bus_0398-l.png,Train
./data_Image/Images/bus_0398-r.png,./data_Image/Mask/bus_0398-r.png,Train
./data_Image/Images/bus_0399-l.png,./data_Image/Mask/bus_0399-l.png,Train
./data_Image/Images/bus_0399-r.png,./data_Image/Mask/bus_0399-r.png,Train
./data_Image/Images/bus_0400-l.png,./data_Image/Mask/bus_0400-l.png,Train
./data_Image/Images/bus_0400-r.png,./data_Image/Mask/bus_0400-r.png,Validation
./data_Image/Images/bus_0401-l.png,./data_Image/Mask/bus_0401-l.png,Train
./data_Image/Images/bus_0401-r.png,./data_Image/Mask/bus_0401-r.png,Train
./data_Image/Images/bus_0402-l.png,./data_Image/Mask/bus_0402-l.png,Train
./data_Image/Images/bus_0402-r.png,./data_Image/Mask/bus_0402-r.png,Train
./data_Image/Images/bus_0403-l.png,./data_Image/Mask/bus_0403-l.png,Train
./data_Image/Images/bus_0403-r.png,./data_Image/Mask/bus_0403-r.png,Train
./data_Image/Images/bus_0404-l.png,./data_Image/Mask/bus_0404-l.png,Train
./data_Image/Images/bus_0404-r.png,./data_Image/Mask/bus_0404-r.png,Validation
./data_Image/Images/bus_0405-l.png,./data_Image/Mask/bus_0405-l.png,Train
./data_Image/Images/bus_0405-r.png,./data_Image/Mask/bus_0405-r.png,Train
./data_Image/Images/bus_0406-l.png,./data_Image/Mask/bus_0406-l.png,Train
./data_Image/Images/bus_0406-r.png,./data_Image/Mask/bus_0406-r.png,Train
./data_Image/Images/bus_0407-l.png,./data_Image/Mask/bus_0407-l.png,Train
./data_Image/Images/bus_0407-r.png,./data_Image/Mask/bus_0407-r.png,Test
./data_Image/Images/bus_0408-l.png,./data_Image/Mask/bus_0408-l.png,Train
./data_Image/Images/bus_0408-r.png,./data_Image/Mask/bus_0408-r.png,Train
./data_Image/Images/bus_0409-l.png,./data_Image/Mask/bus_0409-l.png,Test
./data_Image/Images/bus_0409-r.png,./data_Image/Mask/bus_0409-r.png,Validation
./data_Image/Images/bus_0410-l.png,./data_Image/Mask/bus_0410-l.png,Test
./data_Image/Images/bus_0410-r.png,./data_Image/Mask/bus_0410-r.png,Train
./data_Image/Images/bus_0411-l.png,./data_Image/Mask/bus_0411-l.png,Train
./data_Image/Images/bus_0411-r.png,./data_Image/Mask/bus_0411-r.png,Train
./data_Image/Images/bus_0412-l.png,./data_Image/Mask/bus_0412-l.png,Train
./data_Image/Images/bus_0412-r.png,./data_Image/Mask/bus_0412-r.png,Train
./data_Image/Images/bus_0413-l.png,./data_Image/Mask/bus_0413-l.png,Train
./data_Image/Images/bus_0413-r.png,./data_Image/Mask/bus_0413-r.png,Train
./data_Image/Images/bus_0414-l.png,./data_Image/Mask/bus_0414-l.png,Train
./data_Image/Images/bus_0414-r.png,./data_Image/Mask/bus_0414-r.png,Train
./data_Image/Images/bus_0415-l.png,./data_Image/Mask/bus_0415-l.png,Test
./data_Image/Images/bus_0415-r.png,./data_Image/Mask/bus_0415-r.png,Train
./data_Image/Images/bus_0416-l.png,./data_Image/Mask/bus_0416-l.png,Validation
./data_Image/Images/bus_0416-r.png,./data_Image/Mask/bus_0416-r.png,Train
./data_Image/Images/bus_0417-l.png,./data_Image/Mask/bus_0417-l.png,Train
./data_Image/Images/bus_0417-r.png,./data_Image/Mask/bus_0417-r.png,Train
./data_Image/Images/bus_0418-l.png,./data_Image/Mask/bus_0418-l.png,Train
./data_Image/Images/bus_0418-r.png,./data_Image/Mask/bus_0418-r.png,Train
./data_Image/Images/bus_0419-l.png,./data_Image/Mask/bus_0419-l.png,Train
./data_Image/Images/bus_0419-r.png,./data_Image/Mask/bus_0419-r.png,Train
./data_Image/Images/bus_0420-l.png,./data_Image/Mask/bus_0420-l.png,Train
./data_Image/Images/bus_0420-r.png,./data_Image/Mask/bus_0420-r.png,Train
./data_Image/Images/bus_0421-l.png,./data_Image/Mask/bus_0421-l.png,Train
./data_Image/Images/bus_0421-r.png,./data_Image/Mask/bus_0421-r.png,Validation
./data_Image/Images/bus_0422-l.png,./data_Image/Mask/bus_0422-l.png,Train
./data_Image/Images/bus_0422-r.png,./data_Image/Mask/bus_0422-r.png,Train
./data_Image/Images/bus_0423-l.png,./data_Image/Mask/bus_0423-l.png,Train
./data_Image/Images/bus_0423-r.png,./data_Image/Mask/bus_0423-r.png,Train
./data_Image/Images/bus_0424-l.png,./data_Image/Mask/bus_0424-l.png,Validation
./data_Image/Images/bus_0424-r.png,./data_Image/Mask/bus_0424-r.png,Train
./data_Image/Images/bus_0425-l.png,./data_Image/Mask/bus_0425-l.png,Train
./data_Image/Images/bus_0425-r.png,./data_Image/Mask/bus_0425-r.png,Train
./data_Image/Images/bus_0426-l.png,./data_Image/Mask/bus_0426-l.png,Train
./data_Image/Images/bus_0426-r.png,./data_Image/Mask/bus_0426-r.png,Train
./data_Image/Images/bus_0427-l.png,./data_Image/Mask/bus_0427-l.png,Validation
./data_Image/Images/bus_0427-r.png,./data_Image/Mask/bus_0427-r.png,Test
./data_Image/Images/bus_0428-l.png,./data_Image/Mask/bus_0428-l.png,Train
./data_Image/Images/bus_0428-r.png,./data_Image/Mask/bus_0428-r.png,Validation
./data_Image/Images/bus_0429-l.png,./data_Image/Mask/bus_0429-l.png,Test
./data_Image/Images/bus_0429-r.png,./data_Image/Mask/bus_0429-r.png,Train
./data_Image/Images/bus_0430-l.png,./data_Image/Mask/bus_0430-l.png,Train
./data_Image/Images/bus_0430-r.png,./data_Image/Mask/bus_0430-r.png,Train
./data_Image/Images/bus_0431-l.png,./data_Image/Mask/bus_0431-l.png,Train
./data_Image/Images/bus_0431-r.png,./data_Image/Mask/bus_0431-r.png,Train
./data_Image/Images/bus_0432-l.png,./data_Image/Mask/bus_0432-l.png,Validation
./data_Image/Images/bus_0432-r.png,./data_Image/Mask/bus_0432-r.png,Train
./data_Image/Images/bus_0433-l.png,./data_Image/Mask/bus_0433-l.png,Test
./data_Image/Images/bus_0433-r.png,./data_Image/Mask/bus_0433-r.png,Test
./data_Image/Images/bus_0434-l.png,./data_Image/Mask/bus_0434-l.png,Train
./data_Image/Images/bus_0434-r.png,./data_Image/Mask/bus_0434-r.png,Test
./data_Image/Images/bus_0435-l.png,./data_Image/Mask/bus_0435-l.png,Train
./data_Image/Images/bus_0435-r.png,./data_Image/Mask/bus_0435-r.png,Train
./data_Image/Images/bus_0436-l.png,./data_Image/Mask/bus_0436-l.png,Train
./data_Image/Images/bus_0436-r.png,./data_Image/Mask/bus_0436-r.png,Train
./data_Image/Images/bus_0437-l.png,./data_Image/Mask/bus_0437-l.png,Train
./data_Image/Images/bus_0437-r.png,./data_Image/Mask/bus_0437-r.png,Train
./data_Image/Images/bus_0438-l.png,./data_Image/Mask/bus_0438-l.png,Train
./data_Image/Images/bus_0438-r.png,./data_Image/Mask/bus_0438-r.png,Train
./data_Image/Images/bus_0439-l.png,./data_Image/Mask/bus_0439-l.png,Train
./data_Image/Images/bus_0439-r.png,./data_Image/Mask/bus_0439-r.png,Train
./data_Image/Images/bus_0440-l.png,./data_Image/Mask/bus_0440-l.png,Train
./data_Image/Images/bus_0440-r.png,./data_Image/Mask/bus_0440-r.png,Train
./data_Image/Images/bus_0441-l.png,./data_Image/Mask/bus_0441-l.png,Validation
./data_Image/Images/bus_0441-r.png,./data_Image/Mask/bus_0441-r.png,Validation
./data_Image/Images/bus_0442-l.png,./data_Image/Mask/bus_0442-l.png,Train
./data_Image/Images/bus_0442-r.png,./data_Image/Mask/bus_0442-r.png,Test
./data_Image/Images/bus_0443-l.png,./data_Image/Mask/bus_0443-l.png,Train
./data_Image/Images/bus_0443-r.png,./data_Image/Mask/bus_0443-r.png,Train
./data_Image/Images/bus_0444-l.png,./data_Image/Mask/bus_0444-l.png,Train
./data_Image/Images/bus_0444-r.png,./data_Image/Mask/bus_0444-r.png,Train
./data_Image/Images/bus_0445-l.png,./data_Image/Mask/bus_0445-l.png,Train
./data_Image/Images/bus_0445-r.png,./data_Image/Mask/bus_0445-r.png,Train
./data_Image/Images/bus_0446-l.png,./data_Image/Mask/bus_0446-l.png,Validation
./data_Image/Images/bus_0446-r.png,./data_Image/Mask/bus_0446-r.png,Test
./data_Image/Images/bus_0447-l.png,./data_Image/Mask/bus_0447-l.png,Validation
./data_Image/Images/bus_0447-r.png,./data_Image/Mask/bus_0447-r.png,Train
./data_Image/Images/bus_0448-l.png,./data_Image/Mask/bus_0448-l.png,Train
./data_Image/Images/bus_0448-r.png,./data_Image/Mask/bus_0448-r.png,Train
./data_Image/Images/bus_0449-l.png,./data_Image/Mask/bus_0449-l.png,Test
./data_Image/Images/bus_0449-r.png,./data_Image/Mask/bus_0449-r.png,Train
./data_Image/Images/bus_0450-l.png,./data_Image/Mask/bus_0450-l.png,Train
./data_Image/Images/bus_0450-r.png,./data_Image/Mask/bus_0450-r.png,Validation
./data_Image/Images/bus_0451-l.png,./data_Image/Mask/bus_0451-l.png,Train
./data_Image/Images/bus_0451-r.png,./data_Image/Mask/bus_0451-r.png,Train
./data_Image/Images/bus_0452-l.png,./data_Image/Mask/bus_0452-l.png,Train
./data_Image/Images/bus_0452-r.png,./data_Image/Mask/bus_0452-r.png,Train
./data_Image/Images/bus_0453-l.png,./data_Image/Mask/bus_0453-l.png,Train
./data_Image/Images/bus_0453-r.png,./data_Image/Mask/bus_0453-r.png,Train
./data_Image/Images/bus_0454-l.png,./data_Image/Mask/bus_0454-l.png,Test
./data_Image/Images/bus_0454-r.png,./data_Image/Mask/bus_0454-r.png,Train
./data_Image/Images/bus_0455-l.png,./data_Image/Mask/bus_0455-l.png,Test
./data_Image/Images/bus_0455-r.png,./data_Image/Mask/bus_0455-r.png,Train
./data_Image/Images/bus_0456-l.png,./data_Image/Mask/bus_0456-l.png,Validation
./data_Image/Images/bus_0456-r.png,./data_Image/Mask/bus_0456-r.png,Train
./data_Image/Images/bus_0457-l.png,./data_Image/Mask/bus_0457-l.png,Train
./data_Image/Images/bus_0457-r.png,./data_Image/Mask/bus_0457-r.png,Train
./data_Image/Images/bus_0458-l.png,./data_Image/Mask/bus_0458-l.png,Train
./data_Image/Images/bus_0458-r.png,./data_Image/Mask/bus_0458-r.png,Train
./data_Image/Images/bus_0459-l.png,./data_Image/Mask/bus_0459-l.png,Validation
./data_Image/Images/bus_0459-r.png,./data_Image/Mask/bus_0459-r.png,Train
./data_Image/Images/bus_0460-l.png,./data_Image/Mask/bus_0460-l.png,Train
./data_Image/Images/bus_0460-r.png,./data_Image/Mask/bus_0460-r.png,Train
./data_Image/Images/bus_0461-l.png,./data_Image/Mask/bus_0461-l.png,Train
./data_Image/Images/bus_0461-r.png,./data_Image/Mask/bus_0461-r.png,Train
./data_Image/Images/bus_0462-l.png,./data_Image/Mask/bus_0462-l.png,Train
./data_Image/Images/bus_0462-r.png,./data_Image/Mask/bus_0462-r.png,Train
./data_Image/Images/bus_0463-l.png,./data_Image/Mask/bus_0463-l.png,Train
./data_Image/Images/bus_0463-r.png,./data_Image/Mask/bus_0463-r.png,Train
./data_Image/Images/bus_0464-l.png,./data_Image/Mask/bus_0464-l.png,Train
./data_Image/Images/bus_0464-r.png,./data_Image/Mask/bus_0464-r.png,Test
./data_Image/Images/bus_0465-l.png,./data_Image/Mask/bus_0465-l.png,Train
./data_Image/Images/bus_0465-r.png,./data_Image/Mask/bus_0465-r.png,Train
./data_Image/Images/bus_0466-l.png,./data_Image/Mask/bus_0466-l.png,Test
./data_Image/Images/bus_0466-r.png,./data_Image/Mask/bus_0466-r.png,Validation
./data_Image/Images/bus_0467-l.png,./data_Image/Mask/bus_0467-l.png,Train
./data_Image/Images/bus_0467-r.png,./data_Image/Mask/bus_0467-r.png,Validation
./data_Image/Images/bus_0468-l.png,./data_Image/Mask/bus_0468-l.png,Train
./data_Image/Images/bus_0468-r.png,./data_Image/Mask/bus_0468-r.png,Train
./data_Image/Images/bus_0469-l.png,./data_Image/Mask/bus_0469-l.png,Test
./data_Image/Images/bus_0469-r.png,./data_Image/Mask/bus_0469-r.png,Train
./data_Image/Images/bus_0470-l.png,./data_Image/Mask/bus_0470-l.png,Validation
./data_Image/Images/bus_0470-r.png,./data_Image/Mask/bus_0470-r.png,Train
./data_Image/Images/bus_0471-l.png,./data_Image/Mask/bus_0471-l.png,Train
./data_Image/Images/bus_0471-r.png,./data_Image/Mask/bus_0471-r.png,Validation
./data_Image/Images/bus_0472-l.png,./data_Image/Mask/bus_0472-l.png,Validation
./data_Image/Images/bus_0472-r.png,./data_Image/Mask/bus_0472-r.png,Train
./data_Image/Images/bus_0473-l.png,./data_Image/Mask/bus_0473-l.png,Validation
./data_Image/Images/bus_0473-r.png,./data_Image/Mask/bus_0473-r.png,Train
./data_Image/Images/bus_0474-l.png,./data_Image/Mask/bus_0474-l.png,Train
./data_Image/Images/bus_0474-r.png,./data_Image/Mask/bus_0474-r.png,Train
./data_Image/Images/bus_0475-l.png,./data_Image/Mask/bus_0475-l.png,Validation
./data_Image/Images/bus_0475-r.png,./data_Image/Mask/bus_0475-r.png,Train
./data_Image/Images/bus_0476-l.png,./data_Image/Mask/bus_0476-l.png,Train
./data_Image/Images/bus_0476-r.png,./data_Image/Mask/bus_0476-r.png,Train
./data_Image/Images/bus_0477-l.png,./data_Image/Mask/bus_0477-l.png,Train
./data_Image/Images/bus_0477-r.png,./data_Image/Mask/bus_0477-r.png,Train
./data_Image/Images/bus_0478-l.png,./data_Image/Mask/bus_0478-l.png,Test
./data_Image/Images/bus_0478-r.png,./data_Image/Mask/bus_0478-r.png,Train
./data_Image/Images/bus_0479-l.png,./data_Image/Mask/bus_0479-l.png,Train
./data_Image/Images/bus_0479-r.png,./data_Image/Mask/bus_0479-r.png,Train
./data_Image/Images/bus_0480-l.png,./data_Image/Mask/bus_0480-l.png,Test
./data_Image/Images/bus_0480-r.png,./data_Image/Mask/bus_0480-r.png,Train
./data_Image/Images/bus_0481-l.png,./data_Image/Mask/bus_0481-l.png,Test
./data_Image/Images/bus_0481-r.png,./data_Image/Mask/bus_0481-r.png,Train
./data_Image/Images/bus_0482-l.png,./data_Image/Mask/bus_0482-l.png,Train
./data_Image/Images/bus_0482-r.png,./data_Image/Mask/bus_0482-r.png,Train
./data_Image/Images/bus_0483-l.png,./data_Image/Mask/bus_0483-l.png,Test
./data_Image/Images/bus_0483-r.png,./data_Image/Mask/bus_0483-r.png,Train
./data_Image/Images/bus_0484-l.png,./data_Image/Mask/bus_0484-l.png,Train
./data_Image/Images/bus_0484-r.png,./data_Image/Mask/bus_0484-r.png,Train
./data_Image/Images/bus_0485-l.png,./data_Image/Mask/bus_0485-l.png,Train
./data_Image/Images/bus_0485-r.png,./data_Image/Mask/bus_0485-r.png,Train
./data_Image/Images/bus_0486-l.png,./data_Image/Mask/bus_0486-l.png,Train
./data_Image/Images/bus_0486-r.png,./data_Image/Mask/bus_0486-r.png,Test
./data_Image/Images/bus_0487-l.png,./data_Image/Mask/bus_0487-l.png,Train
./data_Image/Images/bus_0487-r.png,./data_Image/Mask/bus_0487-r.png,Test
./data_Image/Images/bus_0488-l.png,./data_Image/Mask/bus_0488-l.png,Train
./data_Image/Images/bus_0488-r.png,./data_Image/Mask/bus_0488-r.png,Train
./data_Image/Images/bus_0489-l.png,./data_Image/Mask/bus_0489-l.png,Train
./data_Image/Images/bus_0489-r.png,./data_Image/Mask/bus_0489-r.png,Train
./data_Image/Images/bus_0490-l.png,./data_Image/Mask/bus_0490-l.png,Train
./data_Image/Images/bus_0490-r.png,./data_Image/Mask/bus_0490-r.png,Train
./data_Image/Images/bus_0491-l.png,./data_Image/Mask/bus_0491-l.png,Train
./data_Image/Images/bus_0491-r.png,./data_Image/Mask/bus_0491-r.png,Train
./data_Image/Images/bus_0492-l.png,./data_Image/Mask/bus_0492-l.png,Train
./data_Image/Images/bus_0492-r.png,./data_Image/Mask/bus_0492-r.png,Validation
./data_Image/Images/bus_0493-l.png,./data_Image/Mask/bus_0493-l.png,Train
./data_Image/Images/bus_0493-r.png,./data_Image/Mask/bus_0493-r.png,Test
./data_Image/Images/bus_0494-l.png,./data_Image/Mask/bus_0494-l.png,Train
./data_Image/Images/bus_0494-r.png,./data_Image/Mask/bus_0494-r.png,Train
./data_Image/Images/bus_0495-l.png,./data_Image/Mask/bus_0495-l.png,Validation
./data_Image/Images/bus_0495-r.png,./data_Image/Mask/bus_0495-r.png,Train
./data_Image/Images/bus_0496-l.png,./data_Image/Mask/bus_0496-l.png,Validation
./data_Image/Images/bus_0496-r.png,./data_Image/Mask/bus_0496-r.png,Train
./data_Image/Images/bus_0497-l.png,./data_Image/Mask/bus_0497-l.png,Train
./data_Image/Images/bus_0497-r.png,./data_Image/Mask/bus_0497-r.png,Train
./data_Image/Images/bus_0498-l.png,./data_Image/Mask/bus_0498-l.png,Train
./data_Image/Images/bus_0498-r.png,./data_Image/Mask/bus_0498-r.png,Train
./data_Image/Images/bus_0499-l.png,./data_Image/Mask/bus_0499-l.png,Train
./data_Image/Images/bus_0499-r.png,./data_Image/Mask/bus_0499-r.png,Validation
./data_Image/Images/bus_0500-l.png,./data_Image/Mask/bus_0500-l.png,Train
./data_Image/Images/bus_0500-r.png,./data_Image/Mask/bus_0500-r.png,Train
./data_Image/Images/bus_0501-l.png,./data_Image/Mask/bus_0501-l.png,Train
./data_Image/Images/bus_0501-r.png,./data_Image/Mask/bus_0501-r.png,Train
./data_Image/Images/bus_0502-l.png,./data_Image/Mask/bus_0502-l.png,Validation
./data_Image/Images/bus_0502-r.png,./data_Image/Mask/bus_0502-r.png,Train
./data_Image/Images/bus_0503-l.png,./data_Image/Mask/bus_0503-l.png,Train
./data_Image/Images/bus_0503-r.png,./data_Image/Mask/bus_0503-r.png,Train
./data_Image/Images/bus_0504-l.png,./data_Image/Mask/bus_0504-l.png,Train
./data_Image/Images/bus_0504-r.png,./data_Image/Mask/bus_0504-r.png,Test
./data_Image/Images/bus_0505-l.png,./data_Image/Mask/bus_0505-l.png,Test
./data_Image/Images/bus_0505-r.png,./data_Image/Mask/bus_0505-r.png,Train
./data_Image/Images/bus_0506-l.png,./data_Image/Mask/bus_0506-l.png,Train
./data_Image/Images/bus_0506-r.png,./data_Image/Mask/bus_0506-r.png,Train
./data_Image/Images/bus_0507-l.png,./data_Image/Mask/bus_0507-l.png,Validation
./data_Image/Images/bus_0507-r.png,./data_Image/Mask/bus_0507-r.png,Train
./data_Image/Images/bus_0508-l.png,./data_Image/Mask/bus_0508-l.png,Train
./data_Image/Images/bus_0508-r.png,./data_Image/Mask/bus_0508-r.png,Test
./data_Image/Images/bus_0509-l.png,./data_Image/Mask/bus_0509-l.png,Validation
./data_Image/Images/bus_0509-r.png,./data_Image/Mask/bus_0509-r.png,Validation
./data_Image/Images/bus_0510-l.png,./data_Image/Mask/bus_0510-l.png,Train
./data_Image/Images/bus_0510-r.png,./data_Image/Mask/bus_0510-r.png,Test
./data_Image/Images/bus_0511-l.png,./data_Image/Mask/bus_0511-l.png,Test
./data_Image/Images/bus_0511-r.png,./data_Image/Mask/bus_0511-r.png,Train
./data_Image/Images/bus_0512-l.png,./data_Image/Mask/bus_0512-l.png,Train
./data_Image/Images/bus_0512-r.png,./data_Image/Mask/bus_0512-r.png,Train
./data_Image/Images/bus_0513-l.png,./data_Image/Mask/bus_0513-l.png,Validation
./data_Image/Images/bus_0513-r.png,./data_Image/Mask/bus_0513-r.png,Train
./data_Image/Images/bus_0514-l.png,./data_Image/Mask/bus_0514-l.png,Train
./data_Image/Images/bus_0514-r.png,./data_Image/Mask/bus_0514-r.png,Train
./data_Image/Images/bus_0515-l.png,./data_Image/Mask/bus_0515-l.png,Train
./data_Image/Images/bus_0515-r.png,./data_Image/Mask/bus_0515-r.png,Train
./data_Image/Images/bus_0516-l.png,./data_Image/Mask/bus_0516-l.png,Train
./data_Image/Images/bus_0516-r.png,./data_Image/Mask/bus_0516-r.png,Train
./data_Image/Images/bus_0517-l.png,./data_Image/Mask/bus_0517-l.png,Train
./data_Image/Images/bus_0517-r.png,./data_Image/Mask/bus_0517-r.png,Train
./data_Image/Images/bus_0518-l.png,./data_Image/Mask/bus_0518-l.png,Validation
./data_Image/Images/bus_0518-r.png,./data_Image/Mask/bus_0518-r.png,Train
./data_Image/Images/bus_0519-l.png,./data_Image/Mask/bus_0519-l.png,Train
./data_Image/Images/bus_0519-r.png,./data_Image/Mask/bus_0519-r.png,Test
./data_Image/Images/bus_0520-l.png,./data_Image/Mask/bus_0520-l.png,Test
./data_Image/Images/bus_0520-r.png,./data_Image/Mask/bus_0520-r.png,Train
./data_Image/Images/bus_0521-l.png,./data_Image/Mask/bus_0521-l.png,Train
./data_Image/Images/bus_0521-r.png,./data_Image/Mask/bus_0521-r.png,Train
./data_Image/Images/bus_0522-l.png,./data_Image/Mask/bus_0522-l.png,Train
./data_Image/Images/bus_0522-r.png,./data_Image/Mask/bus_0522-r.png,Test
./data_Image/Images/bus_0523-l.png,./data_Image/Mask/bus_0523-l.png,Train
./data_Image/Images/bus_0523-r.png,./data_Image/Mask/bus_0523-r.png,Train
./data_Image/Images/bus_0524-l.png,./data_Image/Mask/bus_0524-l.png,Train
./data_Image/Images/bus_0524-r.png,./data_Image/Mask/bus_0524-r.png,Validation
./data_Image/Images/bus_0525-l.png,./data_Image/Mask/bus_0525-l.png,Train
./data_Image/Images/bus_0525-r.png,./data_Image/Mask/bus_0525-r.png,Train
